Datetime,Power_kW,temp_C,HR,solarRad_W/m2,Holiday,Power-1,Hour,Week Day,Month
2017-02-01 07:00:00,161.108675,11.378333333333336,79.66666666666667,8.23925,0.0,139.113338,7,2,2
2017-02-01 08:00:00,207.5688797,12.090833333333334,74.66666666666667,96.3225,0.0,161.108675,8,2,2
2017-02-01 09:00:00,298.6870068,12.82,70.79583333333333,231.91666666666663,0.0,207.5688797,9,2,2
2017-02-01 10:00:00,336.420448,13.463333333333331,64.48583333333333,389.8666666666666,0.0,298.6870068,10,2,2
2017-02-01 11:00:00,344.547567,13.473846153846155,59.072307692307696,503.0,0.0,336.420448,11,2,2
2017-02-01 12:00:00,317.6479124,13.749999999999998,58.544999999999995,496.92499999999995,0.0,344.547567,12,2,2
2017-02-01 13:00:00,319.1310122,13.661666666666667,58.83499999999999,432.80833333333334,0.0,317.6479124,13,2,2
2017-02-01 14:00:00,335.5880619,13.604166666666666,60.2575,327.6916666666667,0.0,319.1310122,14,2,2
2017-02-01 15:00:00,333.6758971,13.179166666666667,65.16666666666667,106.19166666666668,0.0,335.5880619,15,2,2
2017-02-01 16:00:00,310.4942477,13.15,65.55166666666666,49.36416666666667,0.0,333.6758971,16,2,2
2017-02-01 17:00:00,263.5074442,12.905833333333334,71.54333333333334,8.402916666666668,0.0,310.4942477,17,2,2
2017-02-01 18:00:00,205.6567149,12.900833333333333,73.34166666666665,1.8023333333333336,0.0,263.5074442,18,2,2
2017-02-01 19:00:00,172.1417152,13.124166666666667,72.85833333333333,1.7745833333333332,0.0,205.6567149,19,2,2
2017-02-01 20:00:00,142.1375137,13.300833333333335,72.88333333333334,1.4144166666666669,0.0,172.1417152,20,2,2
2017-02-01 21:00:00,135.6644926,12.561666666666666,82.63333333333334,2.270749999999999,0.0,142.1375137,21,2,2
