Datetime,index,Power_kW,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,Holiday
2017-01-01 00:00:00,0,117.823342,8.5325,74.96666666666668,2.3445,3.270750000000001,1029.0,1.3550833333333332,0.0,0.0,1.0
2017-01-01 01:00:00,1,119.1906989,7.930000000000001,76.30833333333334,2.692416666666667,3.4803333333333337,1028.1666666666667,1.4773333333333334,0.0,0.0,1.0
2017-01-01 02:00:00,2,117.9729915,7.263416666666668,80.275,3.3002499999999997,4.067166666666666,1028.0,1.4150833333333335,0.0,0.0,1.0
2017-01-01 03:00:00,3,116.4132879,6.831333333333333,81.33333333333333,3.534333333333333,4.423583333333333,1028.0,1.542,0.0,0.0,1.0
2017-01-01 04:00:00,4,116.1723836,6.50025,81.24166666666666,4.006,5.262333333333333,1028.0,0.891,0.0,0.0,1.0
2017-01-01 05:00:00,5,114.8782817,6.0064166666666665,81.00833333333334,4.552833333333334,6.0793333333333335,1028.0,1.3758333333333335,0.0,0.0,1.0
2017-01-01 06:00:00,6,116.1282213,5.645833333333333,80.44166666666668,4.004416666666667,5.346416666666666,1027.0,0.988,0.0,0.0,1.0
2017-01-01 07:00:00,7,116.1114773,5.4777499999999995,80.19166666666666,3.17625,4.654166666666666,1027.0,1.4661666666666668,0.0,0.0,1.0
2017-01-01 08:00:00,8,112.4997965,5.4102500000000004,80.35833333333333,3.4609166666666664,4.402333333333334,1027.0,29.54975,0.0,0.0,1.0
2017-01-01 09:00:00,9,112.9510473,5.4805833333333345,80.09166666666665,4.51075,5.680666666666667,1027.0,76.49416666666666,0.0,0.0,1.0
2017-01-01 10:00:00,10,112.7486542,6.016833333333334,78.79166666666667,3.9555000000000007,5.324916666666668,1027.0,192.80833333333337,0.0,0.0,1.0
2017-01-01 11:00:00,11,112.3430308,6.882416666666667,76.29166666666667,2.4581666666666666,3.3125,1026.1666666666667,237.49166666666667,0.0,0.0,1.0
2017-01-01 12:00:00,12,113.6214352,7.56,75.31666666666666,2.150583333333333,2.8511666666666664,1025.1666666666667,267.5,0.0,0.0,1.0
